顧客ID,購買金額,購買金額平均,購買金額Mランク,購買頻度,購買頻度平均,購買頻度Fランク,最新購買日,最新購買日Rランク,新規顧客,人数
C107094,29845,29845,M4,3,3,F2,2019/5/14,R1,No,1
C107250,27002,27002,M4,3,3,F2,2019/5/14,R1,No,1
C107994,23407,23407,M4,2,2,F1,2019/5/14,R1,No,1
C108900,21331,21331,M4,2,2,F1,2019/5/14,R1,No,1
C109038,20948,20948,M4,2,2,F1,2019/5/14,R1,No,1
C109108,25455,25455,M4,2,2,F1,2019/5/14,R1,No,1
C109226,29496,29496,M4,2,2,F1,2019/5/14,R1,No,1
C109372,21664,21664,M4,2,2,F1,2019/5/14,R1,No,1
C109656,24413,24413,M4,2,2,F1,2019/5/14,R1,No,1
C109686,20567,20567,M4,2,2,F1,2019/5/14,R1,No,1
C109728,20051,20051,M4,2,2,F1,2019/5/14,R1,No,1
C109776,26064,26064,M4,2,2,F1,2019/5/14,R1,No,1
C110178,24543,24543,M4,2,2,F1,2019/5/14,R1,No,1
C110368,23262,23262,M4,2,2,F1,2019/5/14,R1,No,1
C110642,20264,20264,M4,1,1,F1,2019/5/14,R1,Yes,1
C110682,24971,24971,M4,1,1,F1,2019/5/14,R1,Yes,1
C111592,27333,27333,M4,2,2,F1,2019/5/14,R1,No,1
C113022,23424,23424,M4,2,2,F1,2019/5/14,R1,No,1
C113200,21271,21271,M4,2,2,F1,2019/5/14,R1,No,1
C113356,27092,27092,M4,2,2,F1,2019/5/14,R1,No,1
C113896,20679,20679,M4,2,2,F1,2019/5/14,R1,No,1
C114180,22030,22030,M4,2,2,F1,2019/5/14,R1,No,1
C114252,21571,21571,M4,2,2,F1,2019/5/14,R1,No,1
C114552,28786,28786,M4,2,2,F1,2019/5/14,R1,No,1
C114706,21951,21951,M4,2,2,F1,2019/5/14,R1,No,1
C114770,26513,26513,M4,2,2,F1,2019/5/14,R1,No,1
C100274,54551,54551,M5,4,4,F3,2019/5/14,R1,No,1
C101344,36944,36944,M5,4,4,F3,2019/5/14,R1,No,1
C102000,51329,51329,M5,3,3,F2,2019/5/14,R1,No,1
C102488,39935,39935,M5,3,3,F2,2019/5/14,R1,No,1
C102548,31967,31967,M5,3,3,F2,2019/5/14,R1,No,1
C103322,38071,38071,M5,3,3,F2,2019/5/14,R1,No,1
C103978,35890,35890,M5,3,3,F2,2019/5/14,R1,No,1
C104680,32048,32048,M5,3,3,F2,2019/5/14,R1,No,1
C104828,33660,33660,M5,3,3,F2,2019/5/14,R1,No,1
C105118,36647,36647,M5,3,3,F2,2019/5/14,R1,No,1
C106712,32811,32811,M5,3,3,F2,2019/5/14,R1,No,1
C107658,34148,34148,M5,3,3,F2,2019/5/14,R1,No,1
C109022,38133,38133,M5,2,2,F1,2019/5/14,R1,No,1
C109138,31828,31828,M5,2,2,F1,2019/5/14,R1,No,1
C110546,34372,34372,M5,2,2,F1,2019/5/14,R1,No,1
C111902,30539,30539,M5,2,2,F1,2019/5/14,R1,No,1
C112126,31253,31253,M5,2,2,F1,2019/5/14,R1,No,1
C112290,32829,32829,M5,2,2,F1,2019/5/14,R1,No,1
C113012,34358,34358,M5,2,2,F1,2019/5/14,R1,No,1
C113588,33752,33752,M5,2,2,F1,2019/5/14,R1,No,1
C114622,30191,30191,M5,2,2,F1,2019/5/14,R1,No,1
C114858,34145,34145,M5,2,2,F1,2019/5/14,R1,No,1
C103148,2597,2597,M1,3,3,F2,2019/5/15,R1,No,1
C103780,3367,3367,M1,3,3,F2,2019/5/15,R1,No,1
C105430,2055,2055,M1,3,3,F2,2019/5/15,R1,No,1
C105622,4008,4008,M1,3,3,F2,2019/5/15,R1,No,1
C108132,2869,2869,M1,2,2,F1,2019/5/15,R1,No,1
C108264,4184,4184,M1,2,2,F1,2019/5/15,R1,No,1
C108676,4806,4806,M1,2,2,F1,2019/5/15,R1,No,1
C111534,755,755,M1,2,2,F1,2019/5/15,R1,No,1
C111732,3789,3789,M1,2,2,F1,2019/5/15,R1,No,1
C113078,3973,3973,M1,2,2,F1,2019/5/15,R1,No,1
C114508,1786,1786,M1,2,2,F1,2019/5/15,R1,No,1
C114652,3754,3754,M1,2,2,F1,2019/5/15,R1,No,1
C114860,2188,2188,M1,2,2,F1,2019/5/15,R1,No,1
C100990,8841,8841,M2,4,4,F3,2019/5/15,R1,No,1
C101876,7773,7773,M2,3,3,F2,2019/5/15,R1,No,1
C104446,9735,9735,M2,3,3,F2,2019/5/15,R1,No,1
C104914,9732,9732,M2,3,3,F2,2019/5/15,R1,No,1
C106114,5234,5234,M2,3,3,F2,2019/5/15,R1,No,1
C108302,6143,6143,M2,2,2,F1,2019/5/15,R1,No,1
C108350,6609,6609,M2,2,2,F1,2019/5/15,R1,No,1
C108496,9722,9722,M2,2,2,F1,2019/5/15,R1,No,1
C108536,6494,6494,M2,2,2,F1,2019/5/15,R1,No,1
C108600,7022,7022,M2,2,2,F1,2019/5/15,R1,No,1
C108650,6387,6387,M2,2,2,F1,2019/5/15,R1,No,1
C108730,8650,8650,M2,2,2,F1,2019/5/15,R1,No,1
C109258,7122,7122,M2,2,2,F1,2019/5/15,R1,No,1
C109292,6721,6721,M2,2,2,F1,2019/5/15,R1,No,1
C109302,5796,5796,M2,2,2,F1,2019/5/15,R1,No,1
C109596,6332,6332,M2,2,2,F1,2019/5/15,R1,No,1
C109820,8871,8871,M2,2,2,F1,2019/5/15,R1,No,1
C109896,8526,8526,M2,2,2,F1,2019/5/15,R1,No,1
C109962,8323,8323,M2,2,2,F1,2019/5/15,R1,No,1
C111312,8245,8245,M2,2,2,F1,2019/5/15,R1,No,1
C111344,8911,8911,M2,2,2,F1,2019/5/15,R1,No,1
C111480,8015,8015,M2,2,2,F1,2019/5/15,R1,No,1
C111888,9896,9896,M2,2,2,F1,2019/5/15,R1,No,1
C111962,9472,9472,M2,2,2,F1,2019/5/15,R1,No,1
C112874,7207,7207,M2,2,2,F1,2019/5/15,R1,No,1
C113372,9868,9868,M2,2,2,F1,2019/5/15,R1,No,1
C113528,6476,6476,M2,2,2,F1,2019/5/15,R1,No,1
C113552,7730,7730,M2,2,2,F1,2019/5/15,R1,No,1
C113742,9723,9723,M2,2,2,F1,2019/5/15,R1,No,1
C113766,8130,8130,M2,2,2,F1,2019/5/15,R1,No,1
C114518,5585,5585,M2,2,2,F1,2019/5/15,R1,No,1
C100048,17101,17101,M3,5,5,F3,2019/5/15,R1,No,1
C101004,11711,11711,M3,4,4,F3,2019/5/15,R1,No,1
C101342,19466,19466,M3,4,4,F3,2019/5/15,R1,No,1
C101886,14599,14599,M3,3,3,F2,2019/5/15,R1,No,1
C102210,19717,19717,M3,3,3,F2,2019/5/15,R1,No,1
C103110,10046,10046,M3,3,3,F2,2019/5/15,R1,No,1
C103324,12638,12638,M3,3,3,F2,2019/5/15,R1,No,1
C103442,12119,12119,M3,3,3,F2,2019/5/15,R1,No,1
C103454,14075,14075,M3,3,3,F2,2019/5/15,R1,No,1
C103814,16662,16662,M3,3,3,F2,2019/5/15,R1,No,1
C103920,18877,18877,M3,3,3,F2,2019/5/15,R1,No,1
C104060,10190,10190,M3,3,3,F2,2019/5/15,R1,No,1
C104366,10652,10652,M3,3,3,F2,2019/5/15,R1,No,1
C104818,16263,16263,M3,3,3,F2,2019/5/15,R1,No,1
C104842,18831,18831,M3,3,3,F2,2019/5/15,R1,No,1
C104922,18024,18024,M3,3,3,F2,2019/5/15,R1,No,1
C105114,15823,15823,M3,3,3,F2,2019/5/15,R1,No,1
C105126,17640,17640,M3,3,3,F2,2019/5/15,R1,No,1
C105338,18590,18590,M3,3,3,F2,2019/5/15,R1,No,1
C105634,10345,10345,M3,3,3,F2,2019/5/15,R1,No,1
C105692,17002,17002,M3,3,3,F2,2019/5/15,R1,No,1
C106138,16091,16091,M3,3,3,F2,2019/5/15,R1,No,1
C106252,13457,13457,M3,3,3,F2,2019/5/15,R1,No,1
C106734,18775,18775,M3,3,3,F2,2019/5/15,R1,No,1
C107000,17966,17966,M3,3,3,F2,2019/5/15,R1,No,1
C107346,19431,19431,M3,3,3,F2,2019/5/15,R1,No,1
C107380,15410,15410,M3,3,3,F2,2019/5/15,R1,No,1
C107730,18067,18067,M3,2,2,F1,2019/5/15,R1,No,1
C108028,17632,17632,M3,2,2,F1,2019/5/15,R1,No,1
C108828,13204,13204,M3,2,2,F1,2019/5/15,R1,No,1
C108870,19384,19384,M3,2,2,F1,2019/5/15,R1,No,1
C108876,14615,14615,M3,2,2,F1,2019/5/15,R1,No,1
C108878,10915,10915,M3,2,2,F1,2019/5/15,R1,No,1
C108984,15551,15551,M3,2,2,F1,2019/5/15,R1,No,1
C109042,12798,12798,M3,2,2,F1,2019/5/15,R1,No,1
C109424,12837,12837,M3,2,2,F1,2019/5/15,R1,No,1
C109446,15220,15220,M3,2,2,F1,2019/5/15,R1,No,1
C109804,14341,14341,M3,2,2,F1,2019/5/15,R1,No,1
C109852,14824,14824,M3,2,2,F1,2019/5/15,R1,No,1
C110414,12581,12581,M3,2,2,F1,2019/5/15,R1,No,1
C110516,14149,14149,M3,2,2,F1,2019/5/15,R1,No,1
C110648,10627,10627,M3,1,1,F1,2019/5/15,R1,Yes,1
C110822,13329,13329,M3,2,2,F1,2019/5/15,R1,No,1
C111156,15618,15618,M3,2,2,F1,2019/5/15,R1,No,1
C111326,19986,19986,M3,2,2,F1,2019/5/15,R1,No,1
C111622,12525,12525,M3,2,2,F1,2019/5/15,R1,No,1
C111686,14068,14068,M3,2,2,F1,2019/5/15,R1,No,1
C111712,13876,13876,M3,2,2,F1,2019/5/15,R1,No,1
C111874,19573,19573,M3,2,2,F1,2019/5/15,R1,No,1
C112246,17473,17473,M3,2,2,F1,2019/5/15,R1,No,1
C112468,12470,12470,M3,2,2,F1,2019/5/15,R1,No,1
C112628,14961,14961,M3,2,2,F1,2019/5/15,R1,No,1
C112638,10581,10581,M3,2,2,F1,2019/5/15,R1,No,1
C112810,16868,16868,M3,2,2,F1,2019/5/15,R1,No,1
C112860,16071,16071,M3,2,2,F1,2019/5/15,R1,No,1
C112898,14981,14981,M3,2,2,F1,2019/5/15,R1,No,1
C113144,15358,15358,M3,2,2,F1,2019/5/15,R1,No,1
C113406,18216,18216,M3,2,2,F1,2019/5/15,R1,No,1
C113484,19083,19083,M3,2,2,F1,2019/5/15,R1,No,1
C113790,19357,19357,M3,2,2,F1,2019/5/15,R1,No,1
C113848,11574,11574,M3,2,2,F1,2019/5/15,R1,No,1
C114210,11081,11081,M3,2,2,F1,2019/5/15,R1,No,1
C114478,11072,11072,M3,2,2,F1,2019/5/15,R1,No,1
C114510,15357,15357,M3,2,2,F1,2019/5/15,R1,No,1
C114764,14676,14676,M3,2,2,F1,2019/5/15,R1,No,1
C100482,25751,25751,M4,4,4,F3,2019/5/15,R1,No,1
C100966,22819,22819,M4,4,4,F3,2019/5/15,R1,No,1
C101448,21483,21483,M4,4,4,F3,2019/5/15,R1,No,1
C101758,22182,22182,M4,3,3,F2,2019/5/15,R1,No,1
C101814,29760,29760,M4,3,3,F2,2019/5/15,R1,No,1
C102098,20963,20963,M4,3,3,F2,2019/5/15,R1,No,1
C102166,26315,26315,M4,3,3,F2,2019/5/15,R1,No,1
C102350,26768,26768,M4,3,3,F2,2019/5/15,R1,No,1
C102502,24946,24946,M4,3,3,F2,2019/5/15,R1,No,1
C102606,28158,28158,M4,3,3,F2,2019/5/15,R1,No,1
C102626,23361,23361,M4,3,3,F2,2019/5/15,R1,No,1
C103182,23007,23007,M4,3,3,F2,2019/5/15,R1,No,1
C103440,29385,29385,M4,3,3,F2,2019/5/15,R1,No,1
C103492,29772,29772,M4,3,3,F2,2019/5/15,R1,No,1
C103710,29260,29260,M4,3,3,F2,2019/5/15,R1,No,1
C103994,21666,21666,M4,3,3,F2,2019/5/15,R1,No,1
C104386,27676,27676,M4,3,3,F2,2019/5/15,R1,No,1
C104596,28407,28407,M4,3,3,F2,2019/5/15,R1,No,1
C104658,24531,24531,M4,3,3,F2,2019/5/15,R1,No,1
C104668,24339,24339,M4,3,3,F2,2019/5/15,R1,No,1
C104760,20760,20760,M4,3,3,F2,2019/5/15,R1,No,1
C104888,29607,29607,M4,3,3,F2,2019/5/15,R1,No,1
C105564,28712,28712,M4,3,3,F2,2019/5/15,R1,No,1
C105842,21825,21825,M4,3,3,F2,2019/5/15,R1,No,1
C106464,25414,25414,M4,3,3,F2,2019/5/15,R1,No,1
C106882,21315,21315,M4,3,3,F2,2019/5/15,R1,No,1
C107296,26006,26006,M4,3,3,F2,2019/5/15,R1,No,1
C107446,28409,28409,M4,3,3,F2,2019/5/15,R1,No,1
C107558,20952,20952,M4,3,3,F2,2019/5/15,R1,No,1
C107630,22323,22323,M4,3,3,F2,2019/5/15,R1,No,1
C107902,26608,26608,M4,2,2,F1,2019/5/15,R1,No,1
C107966,29440,29440,M4,2,2,F1,2019/5/15,R1,No,1
C107974,26841,26841,M4,2,2,F1,2019/5/15,R1,No,1
C108012,29184,29184,M4,2,2,F1,2019/5/15,R1,No,1
C108134,26001,26001,M4,2,2,F1,2019/5/15,R1,No,1
C108526,22616,22616,M4,2,2,F1,2019/5/15,R1,No,1
C108808,24293,24293,M4,2,2,F1,2019/5/15,R1,No,1
C109044,26231,26231,M4,2,2,F1,2019/5/15,R1,No,1
C109468,20250,20250,M4,2,2,F1,2019/5/15,R1,No,1
C109868,21839,21839,M4,2,2,F1,2019/5/15,R1,No,1
C109998,21583,21583,M4,2,2,F1,2019/5/15,R1,No,1
C110004,23913,23913,M4,2,2,F1,2019/5/15,R1,No,1
C110006,24206,24206,M4,2,2,F1,2019/5/15,R1,No,1
C110054,20123,20123,M4,2,2,F1,2019/5/15,R1,No,1
C110238,21150,21150,M4,2,2,F1,2019/5/15,R1,No,1
C110646,26601,26601,M4,1,1,F1,2019/5/15,R1,Yes,1
C110808,21193,21193,M4,2,2,F1,2019/5/15,R1,No,1
C110950,28359,28359,M4,2,2,F1,2019/5/15,R1,No,1
C111262,20334,20334,M4,2,2,F1,2019/5/15,R1,No,1
C111458,21948,21948,M4,2,2,F1,2019/5/15,R1,No,1
C111516,28499,28499,M4,2,2,F1,2019/5/15,R1,No,1
C111584,26367,26367,M4,2,2,F1,2019/5/15,R1,No,1
C111854,23797,23797,M4,2,2,F1,2019/5/15,R1,No,1
C112058,28523,28523,M4,2,2,F1,2019/5/15,R1,No,1
C112322,25274,25274,M4,2,2,F1,2019/5/15,R1,No,1
C112774,23168,23168,M4,2,2,F1,2019/5/15,R1,No,1
C113428,27132,27132,M4,2,2,F1,2019/5/15,R1,No,1
C113814,28774,28774,M4,2,2,F1,2019/5/15,R1,No,1
C113832,23123,23123,M4,2,2,F1,2019/5/15,R1,No,1
C114052,29638,29638,M4,2,2,F1,2019/5/15,R1,No,1
C114308,23005,23005,M4,2,2,F1,2019/5/15,R1,No,1
C114714,28166,28166,M4,2,2,F1,2019/5/15,R1,No,1
C114832,20862,20862,M4,2,2,F1,2019/5/15,R1,No,1
C100440,30366,30366,M5,4,4,F3,2019/5/15,R1,No,1
C100662,34131,34131,M5,4,4,F3,2019/5/15,R1,No,1
C100870,30352,30352,M5,4,4,F3,2019/5/15,R1,No,1
C101360,33863,33863,M5,4,4,F3,2019/5/15,R1,No,1
C101492,31378,31378,M5,4,4,F3,2019/5/15,R1,No,1
C101770,37182,37182,M5,3,3,F2,2019/5/15,R1,No,1
C103460,50393,50393,M5,3,3,F2,2019/5/15,R1,No,1
C103598,54053,54053,M5,3,3,F2,2019/5/15,R1,No,1
C103630,49286,49286,M5,3,3,F2,2019/5/15,R1,No,1
C103686,36251,36251,M5,3,3,F2,2019/5/15,R1,No,1
C104230,30920,30920,M5,3,3,F2,2019/5/15,R1,No,1
C104280,34833,34833,M5,3,3,F2,2019/5/15,R1,No,1
C104352,39961,39961,M5,3,3,F2,2019/5/15,R1,No,1
C105190,42444,42444,M5,3,3,F2,2019/5/15,R1,No,1
C106482,31131,31131,M5,3,3,F2,2019/5/15,R1,No,1
C106586,34780,34780,M5,3,3,F2,2019/5/15,R1,No,1
C106640,54005,54005,M5,3,3,F2,2019/5/15,R1,No,1
C108632,39829,39829,M5,2,2,F1,2019/5/15,R1,No,1
C109604,38634,38634,M5,2,2,F1,2019/5/15,R1,No,1
C110460,42753,42753,M5,2,2,F1,2019/5/15,R1,No,1
C110718,30350,30350,M5,2,2,F1,2019/5/15,R1,No,1
C111346,35139,35139,M5,2,2,F1,2019/5/15,R1,No,1
C111392,32007,32007,M5,2,2,F1,2019/5/15,R1,No,1
C113754,31752,31752,M5,2,2,F1,2019/5/15,R1,No,1
C103218,2692,2692,M1,3,3,F2,2019/5/16,R1,No,1
C104308,2142,2142,M1,3,3,F2,2019/5/16,R1,No,1
C105286,4327,4327,M1,3,3,F2,2019/5/16,R1,No,1
C105544,4372,4372,M1,3,3,F2,2019/5/16,R1,No,1
C105798,4412,4412,M1,3,3,F2,2019/5/16,R1,No,1
C106896,986,986,M1,3,3,F2,2019/5/16,R1,No,1
C110064,3056,3056,M1,2,2,F1,2019/5/16,R1,No,1
C110492,4072,4072,M1,2,2,F1,2019/5/16,R1,No,1
C110638,1092,1092,M1,1,1,F1,2019/5/16,R1,Yes,1
C110902,2579,2579,M1,2,2,F1,2019/5/16,R1,No,1
C111112,500,500,M1,2,2,F1,2019/5/16,R1,No,1
C111552,1764,1764,M1,2,2,F1,2019/5/16,R1,No,1
C111616,2576,2576,M1,2,2,F1,2019/5/16,R1,No,1
C111984,4062,4062,M1,2,2,F1,2019/5/16,R1,No,1
C112098,859,859,M1,2,2,F1,2019/5/16,R1,No,1
C112356,818,818,M1,2,2,F1,2019/5/16,R1,No,1
C114376,4342,4342,M1,2,2,F1,2019/5/16,R1,No,1
C114852,2235,2235,M1,2,2,F1,2019/5/16,R1,No,1
C102130,9444,9444,M2,3,3,F2,2019/5/16,R1,No,1
C102272,9119,9119,M2,3,3,F2,2019/5/16,R1,No,1
C103160,5450,5450,M2,3,3,F2,2019/5/16,R1,No,1
C104356,9208,9208,M2,3,3,F2,2019/5/16,R1,No,1
C104580,6884,6884,M2,3,3,F2,2019/5/16,R1,No,1
C106294,9710,9710,M2,3,3,F2,2019/5/16,R1,No,1
C106824,6732,6732,M2,3,3,F2,2019/5/16,R1,No,1
C107796,7589,7589,M2,2,2,F1,2019/5/16,R1,No,1
C108194,9516,9516,M2,2,2,F1,2019/5/16,R1,No,1
C108506,9664,9664,M2,2,2,F1,2019/5/16,R1,No,1
C109812,5770,5770,M2,2,2,F1,2019/5/16,R1,No,1
C110126,9282,9282,M2,2,2,F1,2019/5/16,R1,No,1
C110366,5666,5666,M2,2,2,F1,2019/5/16,R1,No,1
C110374,9264,9264,M2,2,2,F1,2019/5/16,R1,No,1
C110438,6225,6225,M2,2,2,F1,2019/5/16,R1,No,1
C110454,5888,5888,M2,2,2,F1,2019/5/16,R1,No,1
C110680,6102,6102,M2,1,1,F1,2019/5/16,R1,Yes,1
C110760,8120,8120,M2,2,2,F1,2019/5/16,R1,No,1
C111046,8588,8588,M2,2,2,F1,2019/5/16,R1,No,1
C111642,9751,9751,M2,2,2,F1,2019/5/16,R1,No,1
C112134,5373,5373,M2,2,2,F1,2019/5/16,R1,No,1
C112152,6893,6893,M2,2,2,F1,2019/5/16,R1,No,1
C114700,3812,3812,M1,2,2,F1,2019/5/27,R3,No,1
C100240,6639,6639,M2,4,4,F3,2019/5/27,R3,No,1
C100724,8846,8846,M2,4,4,F3,2019/5/27,R3,No,1
C101932,9888,9888,M2,3,3,F2,2019/5/27,R3,No,1
C101948,6120,6120,M2,3,3,F2,2019/5/27,R3,No,1
C102026,8611,8611,M2,3,3,F2,2019/5/27,R3,No,1
C102644,8854,8854,M2,3,3,F2,2019/5/27,R3,No,1
C102724,6444,6444,M2,3,3,F2,2019/5/27,R3,No,1
C102848,6774,6774,M2,4,4,F3,2019/5/27,R3,No,1
C102922,7335,7335,M2,3,3,F2,2019/5/27,R3,No,1
C103822,7341,7341,M2,3,3,F2,2019/5/27,R3,No,1
C103976,9496,9496,M2,3,3,F2,2019/5/27,R3,No,1
C104120,5877,5877,M2,3,3,F2,2019/5/27,R3,No,1
C104456,6262,6262,M2,3,3,F2,2019/5/27,R3,No,1
C104870,6294,6294,M2,3,3,F2,2019/5/27,R3,No,1
C105108,9901,9901,M2,3,3,F2,2019/5/27,R3,No,1
C105130,9558,9558,M2,3,3,F2,2019/5/27,R3,No,1
C105440,7276,7276,M2,3,3,F2,2019/5/27,R3,No,1
C105780,9629,9629,M2,3,3,F2,2019/5/27,R3,No,1
C105884,9711,9711,M2,3,3,F2,2019/5/27,R3,No,1
C106310,9318,9318,M2,3,3,F2,2019/5/27,R3,No,1
C106456,9734,9734,M2,3,3,F2,2019/5/27,R3,No,1
C106590,9562,9562,M2,3,3,F2,2019/5/27,R3,No,1
C106592,8572,8572,M2,3,3,F2,2019/5/27,R3,No,1
C106652,7227,7227,M2,3,3,F2,2019/5/27,R3,No,1
C107014,8968,8968,M2,3,3,F2,2019/5/27,R3,No,1
C107154,9959,9959,M2,3,3,F2,2019/5/27,R3,No,1
C107274,8236,8236,M2,3,3,F2,2019/5/27,R3,No,1
C107292,9502,9502,M2,3,3,F2,2019/5/27,R3,No,1
C107444,6375,6375,M2,3,3,F2,2019/5/27,R3,No,1
C107554,7366,7366,M2,3,3,F2,2019/5/27,R3,No,1
C107778,6564,6564,M2,2,2,F1,2019/5/27,R3,No,1
C108210,9315,9315,M2,2,2,F1,2019/5/27,R3,No,1
C108410,7921,7921,M2,2,2,F1,2019/5/27,R3,No,1
C108758,5427,5427,M2,2,2,F1,2019/5/27,R3,No,1
C108890,8341,8341,M2,2,2,F1,2019/5/27,R3,No,1
C108990,8278,8278,M2,2,2,F1,2019/5/27,R3,No,1
C109228,8545,8545,M2,2,2,F1,2019/5/27,R3,No,1
C109242,6571,6571,M2,2,2,F1,2019/5/27,R3,No,1
C109296,9857,9857,M2,2,2,F1,2019/5/27,R3,No,1
C109338,9603,9603,M2,2,2,F1,2019/5/27,R3,No,1
C109430,5141,5141,M2,2,2,F1,2019/5/27,R3,No,1
C109458,8363,8363,M2,2,2,F1,2019/5/27,R3,No,1
C109600,7226,7226,M2,2,2,F1,2019/5/27,R3,No,1
C109978,5046,5046,M2,2,2,F1,2019/5/27,R3,No,1
C110136,8745,8745,M2,2,2,F1,2019/5/27,R3,No,1
C110996,6774,6774,M2,2,2,F1,2019/5/27,R3,No,1
C111202,7778,7778,M2,2,2,F1,2019/5/27,R3,No,1
C111214,5468,5468,M2,2,2,F1,2019/5/27,R3,No,1
C111414,6955,6955,M2,2,2,F1,2019/5/27,R3,No,1
C111510,6213,6213,M2,2,2,F1,2019/5/27,R3,No,1
C111746,7029,7029,M2,2,2,F1,2019/5/27,R3,No,1
C111954,8895,8895,M2,2,2,F1,2019/5/27,R3,No,1
C111992,9869,9869,M2,2,2,F1,2019/5/27,R3,No,1
C112026,5580,5580,M2,2,2,F1,2019/5/27,R3,No,1
C112186,7347,7347,M2,2,2,F1,2019/5/27,R3,No,1
C112278,6162,6162,M2,2,2,F1,2019/5/27,R3,No,1
C112308,7601,7601,M2,2,2,F1,2019/5/27,R3,No,1
C112418,9730,9730,M2,2,2,F1,2019/5/27,R3,No,1
C112678,7781,7781,M2,2,2,F1,2019/5/27,R3,No,1
C112798,6871,6871,M2,2,2,F1,2019/5/27,R3,No,1
C113176,5266,5266,M2,2,2,F1,2019/5/27,R3,No,1
C113330,6223,6223,M2,2,2,F1,2019/5/27,R3,No,1
C113990,5370,5370,M2,2,2,F1,2019/5/27,R3,No,1
C114068,8900,8900,M2,2,2,F1,2019/5/27,R3,No,1
C114388,8586,8586,M2,2,2,F1,2019/5/27,R3,No,1
C114792,6956,6956,M2,2,2,F1,2019/5/27,R3,No,1
C100200,15028,15028,M3,4,4,F3,2019/5/27,R3,No,1
C100470,15542,15542,M3,4,4,F3,2019/5/27,R3,No,1
C100496,19758,19758,M3,4,4,F3,2019/5/27,R3,No,1
C100626,16161,16161,M3,4,4,F3,2019/5/27,R3,No,1
C100670,19501,19501,M3,4,4,F3,2019/5/27,R3,No,1
C100820,19905,19905,M3,4,4,F3,2019/5/27,R3,No,1
C100822,16506,16506,M3,4,4,F3,2019/5/27,R3,No,1
C101148,11147,11147,M3,4,4,F3,2019/5/27,R3,No,1
C101212,17654,17654,M3,4,4,F3,2019/5/27,R3,No,1
C101286,17132,17132,M3,4,4,F3,2019/5/27,R3,No,1
C101318,10202,10202,M3,4,4,F3,2019/5/27,R3,No,1
C101504,11065,11065,M3,4,4,F3,2019/5/27,R3,No,1
C101556,12952,12952,M3,4,4,F3,2019/5/27,R3,No,1
C101576,17447,17447,M3,4,4,F3,2019/5/27,R3,No,1
C101626,16757,16757,M3,4,4,F3,2019/5/27,R3,No,1
C101648,15876,15876,M3,4,4,F3,2019/5/27,R3,No,1
C101868,13488,13488,M3,3,3,F2,2019/5/27,R3,No,1
C101874,12784,12784,M3,3,3,F2,2019/5/27,R3,No,1
C101882,13132,13132,M3,3,3,F2,2019/5/27,R3,No,1
C101904,11721,11721,M3,3,3,F2,2019/5/27,R3,No,1
C101972,16436,16436,M3,3,3,F2,2019/5/27,R3,No,1
C102106,18921,18921,M3,3,3,F2,2019/5/27,R3,No,1
C102110,18253,18253,M3,3,3,F2,2019/5/27,R3,No,1
C102128,18129,18129,M3,3,3,F2,2019/5/27,R3,No,1
C102160,15097,15097,M3,3,3,F2,2019/5/27,R3,No,1
C102246,16548,16548,M3,3,3,F2,2019/5/27,R3,No,1
C102340,18924,18924,M3,3,3,F2,2019/5/27,R3,No,1
C102418,18138,18138,M3,3,3,F2,2019/5/27,R3,No,1
C102456,17090,17090,M3,3,3,F2,2019/5/27,R3,No,1
C102796,14629,14629,M3,4,4,F3,2019/5/27,R3,No,1
C102868,13095,13095,M3,3,3,F2,2019/5/27,R3,No,1
C102968,13072,13072,M3,3,3,F2,2019/5/27,R3,No,1
C103024,11986,11986,M3,3,3,F2,2019/5/27,R3,No,1
C103050,17276,17276,M3,3,3,F2,2019/5/27,R3,No,1
C103108,17197,17197,M3,3,3,F2,2019/5/27,R3,No,1
C103112,13133,13133,M3,3,3,F2,2019/5/27,R3,No,1
C103162,17798,17798,M3,3,3,F2,2019/5/27,R3,No,1
C103326,16903,16903,M3,3,3,F2,2019/5/27,R3,No,1
C103328,19366,19366,M3,3,3,F2,2019/5/27,R3,No,1
C103374,12540,12540,M3,3,3,F2,2019/5/27,R3,No,1
C103452,18929,18929,M3,3,3,F2,2019/5/27,R3,No,1
C103472,16055,16055,M3,3,3,F2,2019/5/27,R3,No,1
C103558,12958,12958,M3,3,3,F2,2019/5/27,R3,No,1
C103632,15578,15578,M3,3,3,F2,2019/5/27,R3,No,1
C103698,16174,16174,M3,3,3,F2,2019/5/27,R3,No,1
C103726,16582,16582,M3,3,3,F2,2019/5/27,R3,No,1
C103906,12362,12362,M3,3,3,F2,2019/5/27,R3,No,1
C103940,14479,14479,M3,3,3,F2,2019/5/27,R3,No,1
C104082,17712,17712,M3,3,3,F2,2019/5/27,R3,No,1
C104198,13283,13283,M3,3,3,F2,2019/5/27,R3,No,1
C104250,12953,12953,M3,3,3,F2,2019/5/27,R3,No,1
C104292,11771,11771,M3,3,3,F2,2019/5/27,R3,No,1
C104312,19116,19116,M3,3,3,F2,2019/5/27,R3,No,1
C104342,11429,11429,M3,3,3,F2,2019/5/27,R3,No,1
C104430,17590,17590,M3,3,3,F2,2019/5/27,R3,No,1
C104586,16532,16532,M3,3,3,F2,2019/5/27,R3,No,1
C104604,17428,17428,M3,3,3,F2,2019/5/27,R3,No,1
C104700,11866,11866,M3,3,3,F2,2019/5/27,R3,No,1
